CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|J.A. LLALLA.L.P.|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
2000017|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|1|220|106|72|178|1|6|185|178|185
2000027|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|2|220|108|71|179|1|7|187|179|187
2000037|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|3|220|94|70|164|2|11|177|164|177
2000047|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|4|220|94|64|158|0|27|185|158|185
2000057|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|5|220|104|70|174|2|10|186|174|186
2000067|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|6|220|90|85|175|1|10|186|175|186
2000077|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|7|219|83|58|141|1|40|182|141|182
2000087|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|8|220|111|48|159|2|16|177|159|177
2000097|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|9|219|117|61|178|0|10|188|178|188
2000107|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|10|219|101|52|153|0|22|175|153|175
2000117|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|11|220|111|69|180|4|8|192|180|192
2000127|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|12|220|85|91|176|2|12|190|176|190
2000137|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|13|219|119|53|172|2|8|182|172|182
2000147|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|14|220|99|61|160|0|18|178|160|178
2000157|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|15|220|95|74|169|1|19|189|169|189
2000167|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|16|220|110|55|165|0|12|177|165|177
2000177|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|17|220|110|74|184|1|9|194|184|194
2000187|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|18|220|113|52|165|2|19|186|165|186
2000197|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|19|217|93|58|151|3|7|161|151|161
2000207|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|20|219|77|48|125|1|45|171|125|171
2000217|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|21|219|64|49|113|1|64|178|113|178
2000227|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|101|Esc. Ind. Pedro Domingo Murillo|22|233|94|80|174|1|25|200|174|200
2000237|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|1|220|137|42|179|2|10|191|179|191
2000247|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|2|220|113|58|171|0|14|185|171|185
2000257|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|3|220|119|62|181|2|4|187|181|187
2000267|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|4|220|126|47|173|2|15|190|173|190
2000277|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|5|220|112|61|173|2|14|189|173|189
2000287|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|6|220|102|61|163|1|12|176|163|176
2000297|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|7|220|127|43|170|1|18|189|170|189
2000307|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|8|220|97|71|168|2|8|178|168|178
2000317|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|9|218|119|58|177|2|16|195|177|195
2000327|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|102|Esc. Educacional Luis  Ernest|10|231|135|51|186|4|11|201|186|201
2000337|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|1|220|87|75|162|2|18|182|162|182
2000347|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|2|220|113|62|175|1|14|190|175|190
2000357|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|3|220|94|62|156|1|10|167|156|167
2000367|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|4|220|92|79|171|0|14|185|171|185
2000377|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|5|219|93|68|161|3|18|182|161|182
2000387|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|6|220|111|54|165|1|20|186|165|186
2000397|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|7|220|122|48|170|1|10|181|170|181
2000407|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|8|220|93|80|173|1|15|189|173|189
2000417|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|9|220|90|69|159|4|8|171|159|171
2000427|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|10|220|108|70|178|1|6|185|178|185
2000437|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|11|220|95|71|166|1|5|172|166|172
2000447|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|12|220|107|49|156|1|27|184|156|184
2000457|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|13|220|101|72|173|1|4|178|173|178
2000467|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|14|220|103|73|176|0|17|193|176|193
2000477|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|15|220|88|46|134|1|40|175|134|175
2000487|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|16|220|102|61|163|0|11|174|163|174
2000497|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|17|220|108|61|169|0|10|179|169|179
2000507|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|103|Unidad Educativa Litoral A|18|99|53|31|84|0|3|87|84|87
2000517|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|1|219|114|56|170|1|19|190|170|190
2000527|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|2|220|100|68|168|3|13|184|168|184
2000537|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|3|219|98|69|167|2|16|185|167|185
2000547|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|4|220|109|71|180|1|5|186|180|186
2000557|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|5|220|104|72|176|3|15|194|176|194
2000567|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|6|220|101|82|183|0|9|192|183|192
2000577|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|7|220|88|51|139|3|48|190|139|190
2000587|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|8|220|97|53|150|0|21|171|150|171
2000597|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|104|Sede Social Plan Autopista|9|232|84|57|141|3|46|190|141|190
2000607|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|1|220|68|116|184|1|4|189|184|189
2000617|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|2|220|76|109|185|0|10|195|185|195
2000627|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|3|220|82|97|179|0|13|192|179|192
2000637|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|4|220|77|104|181|0|7|188|181|188
2000647|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|5|220|69|111|180|2|8|190|180|190
2000657|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|6|220|72|120|192|2|10|204|192|204
2000667|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|7|219|58|127|185|2|7|194|185|194
2000677|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|8|220|71|111|182|2|8|192|182|192
2000687|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|9|220|74|98|172|0|7|179|172|179
2000697|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|105|Esc. Limanipata 10 De Junio|10|120|42|53|95|1|5|101|95|101
2000707|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|1|220|104|68|172|1|17|190|172|190
2000717|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|2|220|100|67|167|0|20|187|167|187
2000727|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|3|220|86|75|161|5|13|179|161|179
2000737|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|4|220|87|94|181|1|7|189|181|189
2000747|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|5|220|92|88|180|1|15|196|180|196
2000757|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|6|220|105|69|174|2|6|182|174|182
2000767|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|7|220|96|77|173|1|11|185|173|185
2000777|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|8|220|99|71|170|3|14|187|170|187
2000787|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|9|220|95|79|174|1|14|189|174|189
2000797|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|10|220|99|89|188|1|8|197|188|197
2000807|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|11|220|98|82|180|1|9|190|180|190
2000817|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|12|220|111|61|172|1|17|190|172|190
2000827|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|13|220|96|85|181|1|9|191|181|191
2000837|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|14|220|101|68|169|1|10|180|169|180
2000847|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|15|220|94|71|165|0|21|186|165|186
2000857|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|16|220|94|64|158|1|34|193|158|193
2000867|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|201|Esc. Abraham Lincoln|17|112|47|51|98|1|2|101|98|101
2000877|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|1|220|102|81|183|1|7|191|183|191
2000887|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|2|220|120|57|177|2|12|191|177|191
2000897|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|3|220|114|53|167|1|10|178|167|178
2000907|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|4|220|96|65|161|1|25|187|161|187
2000917|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|5|220|109|55|164|1|13|178|164|178
2000927|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|6|220|110|68|178|0|13|191|178|191
2000937|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|202|Escuela John F. Kennedy|7|45|23|10|33|0|5|38|33|38
2000947|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|1|220|119|54|173|2|13|188|173|188
2000957|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|2|219|107|74|181|2|11|194|181|194
2000967|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|3|220|110|49|159|2|16|177|159|177
2000977|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|4|220|97|68|165|0|17|182|165|182
2000987|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|5|219|96|74|170|2|14|186|170|186
2000997|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|6|219|117|70|187|3|11|201|187|201
2001007|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|7|220|119|66|185|0|11|196|185|196
2001017|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|8|220|101|65|166|1|19|186|166|186
2001027|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25045|Kinder Flora Perez De Saavedra|9|34|21|5|26|0|2|28|26|28
2001037|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|1|220|80|92|172|2|13|187|172|187
2001047|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|2|220|95|73|168|0|7|175|168|175
2001057|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|3|220|89|82|171|3|12|186|171|186
2001067|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|4|220|97|79|176|0|12|188|176|188
2001077|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|5|220|97|70|167|1|17|185|167|185
2001087|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|6|220|89|80|169|0|16|185|169|185
2001097|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|7|220|85|90|175|2|6|183|175|183
2001107|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|8|220|94|76|170|3|17|190|170|190
2001117|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|9|220|101|73|174|0|7|181|174|181
2001127|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|10|220|96|75|171|0|4|175|171|175
2001137|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|11|219|89|93|182|0|6|188|182|188
2001147|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|12|220|104|73|177|0|13|190|177|190
2001157|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|13|220|110|67|177|1|9|187|177|187
2001167|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|14|220|111|61|172|1|11|184|172|184
2001177|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|15|219|70|89|159|2|17|178|159|178
2001187|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|16|220|115|59|174|2|10|186|174|186
2001197|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|17|220|91|81|172|2|6|180|172|180
2001207|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|18|220|101|75|176|3|12|191|176|191
2001217|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|19|220|92|81|173|1|9|183|173|183
2001227|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|20|220|102|68|170|2|8|180|170|180
2001237|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|21|220|93|94|187|1|8|196|187|196
2001247|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|22|220|88|98|186|0|8|194|186|194
2001257|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|204|Esc. Nicolas  Fernandez Naranjo|23|220|92|99|191|2|7|200|191|200
