CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|CID|MAS-IPSP|MTS|P.S.T.|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
9001667|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|1|219|0|61|108|0|169|0|5|174|169|174
9001677|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|2|219|0|69|100|0|169|1|6|176|169|176
9001687|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|3|219|0|48|124|0|172|0|7|179|172|179
9001697|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|4|219|0|54|112|0|166|1|6|173|166|173
9001707|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|5|219|0|59|115|0|174|1|8|183|174|183
9001717|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|6|220|0|67|97|0|164|1|30|195|164|195
9001727|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|7|220|0|60|82|0|142|2|43|187|142|187
9001737|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|8|220|0|56|120|0|176|2|11|189|176|189
9001747|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|9|220|0|57|107|0|164|0|9|173|164|173
9001757|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|10|220|0|77|93|0|170|1|5|176|170|176
9001767|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|11|220|0|68|107|0|175|0|4|179|175|179
9001777|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|12|219|0|65|123|0|188|0|7|195|188|195
9001787|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|2773|Cobija|25041|U. E. Simon Bolivar|13|143|0|49|62|0|111|2|7|120|111|120
9001797|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|4277|Mejillones|25963|U.E. Mejillones|1|146|0|37|100|0|137|0|9|146|137|146
9001807|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|1|Cobija|4278|Villa Rosario|25964|U. E. María Barzola|1|150|0|41|96|0|137|0|0|137|137|137
9001817|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|1|220|0|67|97|0|164|0|7|171|164|171
9001827|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|2|218|0|76|91|0|167|0|6|173|167|173
9001837|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|3|220|0|75|104|0|179|1|6|186|179|186
9001847|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|4|219|0|81|85|0|166|2|11|179|166|179
9001857|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|5|220|0|82|97|0|179|2|6|187|179|187
9001867|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|6|220|0|65|103|0|168|0|9|177|168|177
9001877|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|14|U.E. Mons. Santisteban|7|56|0|13|32|0|45|0|2|47|45|47
9001887|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|1|219|0|72|105|0|177|0|6|183|177|183
9001897|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|2|218|0|77|86|0|163|1|7|171|163|171
9001907|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|3|219|0|74|101|0|175|2|6|183|175|183
9001917|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|4|220|0|88|86|0|174|1|4|179|174|179
9001927|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|5|219|0|69|96|0|165|0|9|174|165|174
9001937|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|6|220|0|99|79|0|178|0|7|185|178|185
9001947|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1113|Porvenir|15|U.E. Bruno Racua|7|46|0|6|34|0|40|0|0|40|40|40
9001957|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1115|Villa Bella-(km 6)|15|U.E. Villa Bella|1|220|0|81|107|0|188|0|8|196|188|196
9001967|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1115|Villa Bella-(km 6)|15|U.E. Villa Bella|2|220|0|74|106|0|180|1|8|189|180|189
9001977|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1115|Villa Bella-(km 6)|15|U.E. Villa Bella|3|219|0|78|104|0|182|0|10|192|182|192
9001987|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|1115|Villa Bella-(km 6)|15|U.E. Villa Bella|4|152|0|64|63|0|127|0|5|132|127|132
9001997|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|2798|Campoana|16|U.E.  Gutembert Cruz|1|219|0|68|103|0|171|4|16|191|171|191
9002007|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|2798|Campoana|16|U.E.  Gutembert Cruz|2|25|0|5|14|0|19|0|2|21|19|21
9002017|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|4276|Trinchera|25962|U. E. Maranguapi|1|61|0|8|48|0|56|0|5|61|56|61
9002027|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|2|Porvenir|4446|Comunidad Campesina ""5 de Agosto""|26366|U.E. 23 de Marzo|1|59|0|33|23|0|56|0|1|57|56|57
9002037|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1116|San Pedro de Bolpebra|19|U.E. De Bolpebra|1|91|0|33|28|0|61|2|0|63|61|63
9002047|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1118|Nareuda|20|U.E.  Genoveva Rios|1|219|0|67|84|0|151|2|3|156|151|156
9002057|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1118|Nareuda|20|U.E.  Genoveva Rios|2|236|0|61|89|0|150|1|5|156|150|156
9002067|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1119|Mukden|19|U.E. De Mukden|1|220|0|39|103|0|142|65|13|220|142|220
9002077|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1119|Mukden|19|U.E. De Mukden|2|220|0|50|99|0|149|0|11|160|149|160
9002087|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|1119|Mukden|19|U.E. De Mukden|3|45|0|12|18|0|30|0|2|32|30|32
9002097|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3260|Bioceánica|1|U.E. Bioceanica|1|227|0|32|76|0|108|0|3|111|108|111
9002107|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3261|3 Arroyos|1|U.E. Tres Estrellas|1|104|0|57|31|0|88|0|1|89|88|89
9002117|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3407|Litoral|1|U.E.  Santa Lucia|1|220|0|58|59|0|117|0|6|123|117|123
9002127|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3407|Litoral|1|U.E.  Santa Lucia|2|135|0|32|45|0|77|0|0|77|77|77
9002137|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3526|Yaminahua|1|U.E. De Yaminahua|1|122|0|31|50|0|81|1|2|84|81|84
9002147|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3869|San Miguel de Machineri|1|U.E. San Miguel|1|23|0|14|4|0|18|0|0|18|18|18
9002157|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|3872|Nueva Canaán|1|U.E. Nueva Canaán|1|170|0|56|56|0|112|1|4|117|112|117
9002167|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|4264|Vera Cruz|25950|U. E. Vera Cruz|1|147|0|37|63|0|100|1|5|106|100|106
9002177|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|3|Bolpebra|4447|Comunidad Campesina Turística Ecológica ""Arca de Noé""|26367|U.E. Arca de Noé|1|147|0|18|91|0|109|0|1|110|109|110
9002187|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1125|Villa el Carmen|23|U.E. Buena Vista|1|148|0|55|63|0|118|0|2|120|118|120
9002197|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1126|Karamanu Km 35|25|U.E.  Km. 35 de Karamanu|1|219|0|51|109|0|160|0|2|162|160|162
9002207|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1126|Karamanu Km 35|25|U.E.  Km. 35 de Karamanu|2|217|0|63|102|0|165|2|4|171|165|171
9002217|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1126|Karamanu Km 35|25|U.E.  Km. 35 de Karamanu|3|27|0|8|16|0|24|0|1|25|24|25
9002227|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1127|San Antonio Km 60|24|U.E.  Km. 60 de San Antonio|1|207|0|93|61|0|154|2|8|164|154|164
9002237|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|1129|Mapajo (Samahuma)|26|U.E. Mapajo|1|125|0|38|52|0|90|0|5|95|90|95
9002247|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3262|Santa Lucía|1|U.E.  Hugo Antequera|1|218|0|59|101|0|160|0|3|163|160|163
9002257|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3262|Santa Lucía|1|U.E.  Hugo Antequera|2|220|0|65|94|0|159|0|2|161|159|161
9002267|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3262|Santa Lucía|1|U.E.  Hugo Antequera|3|197|0|74|66|0|140|1|4|145|140|145
9002277|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3386|Montevideo|1|U.E. Jorge Benito Vera|1|217|0|50|62|0|112|0|2|114|112|114
9002287|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3386|Montevideo|1|U.E. Jorge Benito Vera|2|228|0|54|62|0|116|0|5|121|116|121
9002297|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3527|Florida (Tco's)|1|U.E. De Florida|1|24|0|16|2|0|18|1|1|20|18|20
9002307|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3874|San Pedro|1|U.E. Simon Bolívar|1|153|0|30|90|0|120|0|6|126|120|126
9002317|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|3890|Santa Lourdes|1|U.E. Santa Lourdes|1|162|0|46|63|0|109|0|5|114|109|114
9002327|GOBERNADOR(A)|32|Bolivia|9|Pando|1|Nicolás Suárez|4|Bella Flor|4367|Castañera Campoana|26079|U. E. 24 de Septiembre|1|149|0|43|73|0|116|0|1|117|116|117
9002337|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|1|217|0|66|81|0|147|2|0|149|147|149
9002347|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|2|220|0|76|76|0|152|2|5|159|152|159
9002357|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|3|220|0|58|83|0|141|0|4|145|141|145
9002367|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|4|219|0|63|106|0|169|1|4|174|169|174
9002377|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|5|220|0|67|70|0|137|1|7|145|137|145
9002387|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|6|220|0|70|75|0|145|0|2|147|145|147
9002397|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|7|220|0|49|114|0|163|2|3|168|163|168
9002407|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|8|220|0|43|104|0|147|0|3|150|147|150
9002417|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|9|220|0|73|63|0|136|2|4|142|136|142
9002427|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|10|220|0|59|100|0|159|0|4|163|159|163
9002437|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|27|U.E. La Salle Pedro Villa Lobos|11|153|0|53|52|0|105|1|2|108|105|108
9002447|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|25572|U.E. Puerto Rico|1|220|0|40|47|0|87|2|5|94|87|94
9002457|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|25572|U.E. Puerto Rico|2|219|0|43|30|0|73|0|3|76|73|76
9002467|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1130|Puerto Rico|25572|U.E. Puerto Rico|3|143|0|31|21|0|52|1|1|54|52|54
9002477|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1134|Conquista|28|U.E.  German Busch|1|219|0|90|89|0|179|0|7|186|179|186
9002487|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1134|Conquista|28|U.E.  German Busch|2|238|0|106|95|0|201|0|3|204|201|204
9002497|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1136|Batraja|29|U.E. Batraja|1|214|0|104|72|0|176|1|8|185|176|185
9002507|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|1136|Batraja|29|U.E. Batraja|2|98|0|43|35|0|78|0|11|89|78|89
9002517|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|2753|Manchester|40|U.E. Manchester|1|150|0|1|24|0|25|0|2|27|25|27
9002527|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|3066|Palestina (Rio Orthon)|1|U.E. De Palestina|1|74|0|32|25|0|57|0|1|58|57|58
9002537|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|3256|San Antonio del Maty|1|U.E.  San Antonio|1|122|0|91|13|0|104|1|5|110|104|110
9002547|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|3399|Puerto Madre de Dios|1|U.E.  Silverio Rojas Gonzales|1|120|0|71|31|0|102|1|3|106|102|106
9002557|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|3528|Mandarino|1|U.E.  Los Mandarinos|1|75|0|41|20|0|61|2|0|63|61|63
9002567|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|4272|Alianza|25958|U. E. Alianza|1|30|0|15|7|0|22|0|0|22|22|22
9002577|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|1|Puerto Rico|4273|Abaroa Km. 10|25959|U. E. Carmelo Mojica|1|77|0|54|14|0|68|1|3|72|68|72
9002587|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|1140|Loma Velarde|34|U.E.  12 de Abril|1|220|0|138|17|0|155|1|4|160|155|160
9002597|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|1140|Loma Velarde|34|U.E.  12 de Abril|2|58|0|33|9|0|42|1|1|44|42|44
9002607|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|3401|3 Estrellas (Tco's)|1|U.E.  Jorge Haensel|1|220|0|82|45|0|127|0|1|128|127|128
9002617|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|3401|3 Estrellas (Tco's)|1|U.E.  Jorge Haensel|2|126|0|65|14|0|79|0|0|79|79|79
9002627|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|3879|Fortaleza|1|U.E. Fortaleza|1|220|0|120|16|0|136|1|4|141|136|141
9002637|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|2|San Pedro|3879|Fortaleza|1|U.E. Fortaleza|2|39|0|26|0|0|26|0|0|26|26|26
9002647|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1143|Filadelfia|36|U.E. Filadelfia|1|220|0|81|98|0|179|0|4|183|179|183
9002657|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1143|Filadelfia|36|U.E. Filadelfia|2|220|0|76|105|0|181|0|2|183|181|183
9002667|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1143|Filadelfia|36|U.E. Filadelfia|3|158|0|56|63|0|119|1|9|129|119|129
9002677|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1145|Villa Bella (Purisima)|37|U.E. Villa Bella|1|234|0|68|126|0|194|2|4|200|194|200
9002687|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1146|Empresiña|38|U.E. Nueva Empresa|1|219|0|60|115|0|175|1|7|183|175|183
9002697|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1146|Empresiña|38|U.E. Nueva Empresa|2|111|0|42|47|0|89|1|2|92|89|92
9002707|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1147|Buyuyo|39|U.E. Buyuyo|1|235|0|104|83|0|187|1|4|192|187|192
9002717|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1149|Chive|41|U.E. Chive|1|220|0|60|94|0|154|2|8|164|154|164
9002727|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1149|Chive|41|U.E. Chive|2|141|0|52|55|0|107|1|3|111|107|111
9002737|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|1151|Curichon|42|U.E. Curichon|1|179|0|109|38|0|147|1|5|153|147|153
9002747|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|2802|San Antonio (Chive)|46|U.E. San Antonio|1|67|0|38|24|0|62|0|0|62|62|62
9002757|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|2897|Luz de America|80|U.E. Luz De America|1|159|0|80|62|0|142|1|1|144|142|144
9002767|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3257|Alta Gracia|1|U.E. Alta Gracia|1|84|0|45|21|0|66|0|0|66|66|66
9002777|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3298|Holanda|1|U.E. De Holanda|1|219|0|72|100|0|172|2|4|178|172|178
9002787|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3298|Holanda|1|U.E. De Holanda|2|128|0|37|60|0|97|1|4|102|97|102
9002797|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3299|Soberania|1|U.E.  Juancito Pinto|1|220|0|50|120|0|170|0|7|177|170|177
9002807|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3299|Soberania|1|U.E.  Juancito Pinto|2|201|0|56|95|0|151|1|7|159|151|159
9002817|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3402|La Cruz|1|U.E. De La Cruz|1|46|0|20|9|0|29|0|0|29|29|29
9002827|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3529|Florida (Chive)|1|U.E.  Florida|1|144|0|51|72|0|123|1|4|128|123|128
9002837|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3758|Nueva Alianza|1|U.E. Nueva Alianza|1|219|0|79|98|0|177|1|2|180|177|180
9002847|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3758|Nueva Alianza|1|U.E. Nueva Alianza|2|116|0|54|34|0|88|2|1|91|88|91
9002857|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3880|Villa Primero de Mayo|1|U.E. Villa America|1|109|0|16|62|0|78|0|2|80|78|80
9002867|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|3909|Ucia|1|U.E. Ucia|1|120|0|56|40|0|96|2|3|101|96|101
9002877|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|4269|Puerto Sucre|25955|U. E. Puerto Sucre|1|225|0|92|105|0|197|1|3|201|197|201
9002887|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|4270|11 de Septiembre|25956|U. E. Arnoldo Gonzales|1|138|0|51|53|0|104|1|1|106|104|106
9002897|GOBERNADOR(A)|32|Bolivia|9|Pando|2|Manuripi|3|Filadelfia|4271|18 de Noviembre|25957|U. E. Bernardino Racua|1|124|0|44|49|0|93|0|2|95|93|95
9002907|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|1|220|0|118|59|0|177|0|7|184|177|184
9002917|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|2|220|0|94|59|0|153|1|7|161|153|161
9002927|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|3|220|0|94|59|0|153|0|3|156|153|156
9002937|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|4|220|0|109|48|0|157|0|2|159|157|159
9002947|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|5|220|0|103|60|0|163|0|3|166|163|166
9002957|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1155|Gonzalo Moreno|47|U.E. Luz En El Camino|6|85|0|37|17|0|54|1|3|58|54|58
9002967|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1157|Portachuelo Centro|51|U.E.  Portachuelo Dios Es Amor|1|220|0|184|4|0|188|0|2|190|188|190
9002977|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1157|Portachuelo Centro|51|U.E.  Portachuelo Dios Es Amor|2|88|0|75|2|0|77|0|0|77|77|77
9002987|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1157|Portachuelo Centro|26075|Sede Portachuelo Medio (Tacana)|1|144|0|118|16|0|134|0|1|135|134|135
9002997|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1159|Agua Dulce|49|U.E. Agua Dulce|1|230|0|109|69|0|178|2|3|183|178|183
9003007|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1160|Las Piedras|48|U.E. Pedro Herrera|1|220|0|82|85|0|167|0|7|174|167|174
9003017|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1160|Las Piedras|48|U.E. Pedro Herrera|2|220|0|63|86|0|149|5|2|156|149|156
9003027|GOBERNADOR(A)|32|Bolivia|9|Pando|3|Madre de Dios|1|Puerto Gonzalo Moreno|1160|Las Piedras|48|U.E. Pedro Herrera|3|226|0|65|100|0|165|3|3|171|165|171
