CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|CST|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
1000017|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1204|Arabate|52|Escuela Arabate|1|138|16|66|82|0|16|98|82|98
1000027|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1205|Chaunaca|53|Escuela Seccional De Chaunaca|1|220|50|117|167|0|11|178|167|178
1000037|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1205|Chaunaca|53|Escuela Seccional De Chaunaca|2|90|9|52|61|0|4|65|61|65
1000047|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1206|Chuqui Chuqui|54|Unidad Educativa Chuqui Chuqui|1|220|48|116|164|1|13|178|164|178
1000057|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1206|Chuqui Chuqui|54|Unidad Educativa Chuqui Chuqui|2|220|76|94|170|2|10|182|170|182
1000067|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1206|Chuqui Chuqui|54|Unidad Educativa Chuqui Chuqui|3|125|28|70|98|1|2|101|98|101
1000077|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1207|Surima|55|Escuela Fray Gabriel Maria Landini|1|220|54|100|154|4|13|171|154|171
1000087|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1207|Surima|55|Escuela Fray Gabriel Maria Landini|2|220|52|102|154|3|13|170|154|170
1000097|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1207|Surima|55|Escuela Fray Gabriel Maria Landini|3|220|49|104|153|2|19|174|153|174
1000107|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1207|Surima|55|Escuela Fray Gabriel Maria Landini|4|92|36|40|76|0|4|80|76|80
1000117|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1208|Imilla Huañusca|56|Escuela Fray Gabriel Mariscal|1|220|61|97|158|1|12|171|158|171
1000127|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1208|Imilla Huañusca|56|Escuela Fray Gabriel Mariscal|2|92|28|31|59|1|6|66|59|66
1000137|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1218|Punilla|58|Escuela Punilla|1|220|90|69|159|5|9|173|159|173
1000147|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1218|Punilla|58|Escuela Punilla|2|53|16|19|35|1|6|42|35|42
1000157|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1219|Mojotoro|59|Unidad Educativa La Palma|1|220|64|91|155|3|6|164|155|164
1000167|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1219|Mojotoro|59|Unidad Educativa La Palma|2|220|73|93|166|3|9|178|166|178
1000177|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1219|Mojotoro|59|Unidad Educativa La Palma|3|220|69|96|165|6|10|181|165|181
1000187|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1219|Mojotoro|59|Unidad Educativa La Palma|4|109|40|46|86|2|2|90|86|90
1000197|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1220|Ckacha Ckacha|60|Escuela José Sampa|1|220|90|76|166|1|4|171|166|171
1000207|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1220|Ckacha Ckacha|60|Escuela José Sampa|2|58|19|31|50|0|2|52|50|52
1000217|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1221|El Chaco|61|Unidad Educativa Luis Espinal|1|220|96|82|178|1|9|188|178|188
1000227|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1221|El Chaco|61|Unidad Educativa Luis Espinal|2|220|87|80|167|3|11|181|167|181
1000237|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1221|El Chaco|61|Unidad Educativa Luis Espinal|3|201|80|75|155|1|8|164|155|164
1000247|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1223|Potolo|62|U. Edu. Gualberto Villarroel|1|220|51|107|158|1|22|181|158|181
1000257|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1223|Potolo|62|U. Edu. Gualberto Villarroel|2|220|41|129|170|0|17|187|170|187
1000267|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1223|Potolo|62|U. Edu. Gualberto Villarroel|3|220|47|113|160|2|19|181|160|181
1000277|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1223|Potolo|62|U. Edu. Gualberto Villarroel|4|220|56|94|150|2|20|172|150|172
1000287|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1223|Potolo|62|U. Edu. Gualberto Villarroel|5|207|37|102|139|1|26|166|139|166
1000297|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1225|Quila Quila|63|Unidad Educativa Quila Quila|1|220|72|90|162|1|19|182|162|182
1000307|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1225|Quila Quila|63|Unidad Educativa Quila Quila|2|220|81|72|153|2|14|169|153|169
1000317|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1225|Quila Quila|63|Unidad Educativa Quila Quila|3|191|54|81|135|3|8|146|135|146
1000327|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1230|Maragua|65|Colegio 24 de Septiembre - Maragua|1|220|60|76|136|0|17|153|136|153
1000337|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1230|Maragua|65|Colegio 24 de Septiembre - Maragua|2|135|20|61|81|3|12|96|81|96
1000347|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|1262|La Palca|66|Unidad Educativa Simón Bolivar La Palca|1|111|28|39|67|1|7|75|67|75
1000357|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|106|Kinder San Vicente De Paul|1|220|136|31|167|0|7|174|167|174
1000367|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|106|Kinder San Vicente De Paul|2|220|136|23|159|0|7|166|159|166
1000377|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|106|Kinder San Vicente De Paul|3|220|133|28|161|4|5|170|161|170
1000387|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|106|Kinder San Vicente De Paul|4|219|142|32|174|1|6|181|174|181
1000397|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|106|Kinder San Vicente De Paul|5|231|155|22|177|1|6|184|177|184
1000407|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|1|219|147|30|177|0|6|183|177|183
1000417|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|2|220|145|32|177|2|6|185|177|185
1000427|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|3|220|141|41|182|2|7|191|182|191
1000437|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|4|220|158|30|188|0|2|190|188|190
1000447|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|5|220|131|35|166|1|3|170|166|170
1000457|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|6|219|132|35|167|1|7|175|167|175
1000467|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|113|Esc. Benjamin Guzman|7|123|82|15|97|0|5|102|97|102
1000477|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|1|220|146|23|169|3|4|176|169|176
1000487|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|2|220|119|35|154|1|6|161|154|161
1000497|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|3|220|143|24|167|2|8|177|167|177
1000507|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|4|220|137|27|164|1|8|173|164|173
1000517|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|5|218|144|34|178|0|3|181|178|181
1000527|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|6|219|131|31|162|1|6|169|162|169
1000537|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|7|219|118|30|148|1|11|160|148|160
1000547|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|231|U.Pedag. Mariscal Sucre|8|53|33|7|40|0|0|40|40|40
1000557|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|1|220|135|23|158|1|7|166|158|166
1000567|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|2|219|102|38|140|0|4|144|140|144
1000577|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|3|219|122|41|163|0|1|164|163|164
1000587|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|4|220|116|25|141|0|6|147|141|147
1000597|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|5|220|112|36|148|0|8|156|148|156
1000607|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|6|219|112|51|163|1|5|169|163|169
1000617|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|7|219|116|33|149|0|6|155|149|155
1000627|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|8|220|117|38|155|0|8|163|155|163
1000637|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|9|220|120|38|158|1|7|166|158|166
1000647|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|10|219|112|33|145|0|2|147|145|147
1000657|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|11|219|107|41|148|2|3|153|148|153
1000667|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|12|220|130|22|152|2|6|160|152|160
1000677|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|13|220|127|45|172|4|1|177|172|177
1000687|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|14|220|126|27|153|1|14|168|153|168
1000697|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|15|220|123|33|156|1|6|163|156|163
1000707|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|16|220|112|38|150|0|6|156|150|156
1000717|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|17|220|123|31|154|2|6|162|154|162
1000727|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|18|218|125|26|151|1|6|158|151|158
1000737|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|19|220|126|27|153|0|4|157|153|157
1000747|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|512|Facultad de Tecnología|20|83|51|11|62|1|2|65|62|65
1000757|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|1|219|119|37|156|2|4|162|156|162
1000767|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|2|219|130|32|162|6|8|176|162|176
1000777|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|3|217|132|31|163|1|4|168|163|168
1000787|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|4|219|126|26|152|0|4|156|152|156
1000797|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|5|218|132|32|164|1|5|170|164|170
1000807|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|522|Col. Bernardo Monteagudo|6|123|75|25|100|0|1|101|100|101
1000817|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|1|220|110|26|136|0|40|176|136|176
1000827|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|2|220|146|35|181|2|3|186|181|186
1000837|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|3|220|120|42|162|2|7|171|162|171
1000847|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|4|219|110|23|133|0|43|176|133|176
1000857|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|5|219|129|38|167|1|7|175|167|175
1000867|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|523|Coliseo Jorge Revilla Aldana|6|214|124|28|152|0|22|174|152|174
1000877|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30013|Coliseo Col. San Cristobal (Temporal)|1|220|132|28|160|0|6|166|160|166
1000887|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30013|Coliseo Col. San Cristobal (Temporal)|2|220|144|20|164|0|8|172|164|172
1000897|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30013|Coliseo Col. San Cristobal (Temporal)|3|220|143|31|174|1|1|176|174|176
1000907|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30013|Coliseo Col. San Cristobal (Temporal)|4|87|51|10|61|2|1|64|61|64
1000917|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|1|220|135|25|160|4|4|168|160|168
1000927|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|2|218|134|31|165|0|6|171|165|171
1000937|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|3|217|124|19|143|1|3|147|143|147
1000947|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|4|219|138|21|159|0|12|171|159|171
1000957|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|5|218|146|27|173|2|2|177|173|177
1000967|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|101|Colegio Junin|6|65|41|9|50|1|2|53|50|53
1000977|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|103|Esc. Mariscal De Ayacucho|1|220|152|23|175|0|2|177|175|177
1000987|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|103|Esc. Mariscal De Ayacucho|2|219|157|22|179|1|6|186|179|186
1000997|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|103|Esc. Mariscal De Ayacucho|3|107|73|12|85|0|6|91|85|91
1001007|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|1|220|135|41|176|0|2|178|176|178
1001017|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|2|220|132|39|171|0|10|181|171|181
1001027|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|3|220|145|30|175|1|1|177|175|177
1001037|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|4|220|138|34|172|1|8|181|172|181
1001047|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|5|220|133|32|165|1|3|169|165|169
1001057|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|6|219|136|38|174|0|4|178|174|178
1001067|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|7|218|124|39|163|1|2|166|163|166
1001077|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|8|219|129|33|162|1|6|169|162|169
1001087|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|9|220|127|37|164|2|10|176|164|176
1001097|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|10|220|126|42|168|2|1|171|168|171
1001107|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|11|220|133|29|162|0|5|167|162|167
1001117|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|12|220|144|34|178|0|3|181|178|181
1001127|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|13|220|135|28|163|0|7|170|163|170
1001137|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|14|220|128|40|168|2|9|179|168|179
1001147|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|15|220|137|35|172|0|3|175|172|175
1001157|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|16|220|140|30|170|2|5|177|170|177
1001167|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|108|Col. Mariano Serrano|17|194|117|27|144|0|4|148|144|148
1001177|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|507|Jardín De Niños San Lázaro|1|220|136|47|183|0|5|188|183|188
1001187|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|507|Jardín De Niños San Lázaro|2|220|129|46|175|1|4|180|175|180
1001197|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|507|Jardín De Niños San Lázaro|3|220|141|29|170|2|5|177|170|177
1001207|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|507|Jardín De Niños San Lázaro|4|220|129|40|169|2|10|181|169|181
1001217|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|507|Jardín De Niños San Lázaro|5|236|144|41|185|0|9|194|185|194
1001227|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|513|Kinder Serrano|1|220|135|43|178|0|5|183|178|183
1001237|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|513|Kinder Serrano|2|220|127|51|178|0|7|185|178|185
1001247|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|513|Kinder Serrano|3|234|148|44|192|0|7|199|192|199
1001257|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|1|220|154|22|176|1|3|180|176|180
1001267|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|2|220|144|32|176|0|7|183|176|183
1001277|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|3|220|142|28|170|0|6|176|170|176
1001287|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|4|219|147|25|172|1|7|180|172|180
1001297|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|5|219|141|22|163|1|6|170|163|170
1001307|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|6|219|130|33|163|0|3|166|163|166
1001317|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|7|219|148|18|166|1|3|170|166|170
1001327|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|514|Colegio Simón Rodríguez|8|28|20|2|22|0|0|22|22|22
1001337|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|524|Estación De Bomberos|1|36|23|9|32|1|0|33|32|33
1001347|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|1|220|144|33|177|0|4|181|177|181
1001357|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|2|220|123|38|161|0|5|166|161|166
1001367|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|3|220|116|37|153|0|9|162|153|162
1001377|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|4|219|140|38|178|0|4|182|178|182
1001387|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|5|220|125|42|167|1|8|176|167|176
1001397|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|6|220|130|36|166|1|8|175|166|175
1001407|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|7|219|116|46|162|1|9|172|162|172
1001417|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|8|220|147|40|187|0|8|195|187|195
1001427|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|9|220|138|38|176|0|6|182|176|182
1001437|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30001|Facultad de Tecnología Médica (Temporal)|10|90|57|11|68|0|6|74|68|74
1001447|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30009|Coliseo San José (Temporal)|1|220|129|36|165|2|8|175|165|175
1001457|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30009|Coliseo San José (Temporal)|2|219|139|32|171|2|4|177|171|177
