CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|CST|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
1004987|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|6|220|139|47|186|0|1|187|186|187
1004997|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|7|220|109|66|175|1|7|183|175|183
1005007|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|8|219|111|57|168|2|7|177|168|177
1005017|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|9|220|136|44|180|2|6|188|180|188
1005027|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|10|220|110|56|166|1|7|174|166|174
1005037|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|11|220|125|46|171|0|8|179|171|179
1005047|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|12|219|119|50|169|0|3|172|169|172
1005057|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|13|220|110|51|161|4|7|172|161|172
1005067|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|14|220|109|59|168|0|6|174|168|174
1005077|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|15|220|133|44|177|0|6|183|177|183
1005087|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|16|220|125|52|177|0|6|183|177|183
1005097|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|17|219|112|52|164|0|14|178|164|178
1005107|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|18|219|122|42|164|0|7|171|164|171
1005117|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|19|220|123|41|164|0|3|167|164|167
1005127|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|111|Esc. Roberto Alvarado|20|233|125|48|173|1|4|178|173|178
1005137|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|1|220|138|42|180|0|7|187|180|187
1005147|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|2|219|116|50|166|0|9|175|166|175
1005157|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|3|219|134|33|167|2|7|176|167|176
1005167|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|4|220|132|39|171|1|4|176|171|176
1005177|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|5|217|136|30|166|1|4|171|166|171
1005187|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|6|220|132|37|169|0|9|178|169|178
1005197|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|7|220|120|46|166|0|9|175|166|175
1005207|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|8|218|155|24|179|0|2|181|179|181
1005217|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|9|219|142|38|180|0|4|184|180|184
1005227|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|10|219|128|44|172|1|6|179|172|179
1005237|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|11|220|134|36|170|0|7|177|170|177
1005247|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|12|219|150|23|173|1|7|181|173|181
1005257|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|13|220|124|45|169|0|1|170|169|170
1005267|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|508|IPTK-N. Aguirre 560 / CERPI|14|109|70|12|82|0|1|83|82|83
1005277|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|1|219|116|52|168|0|5|173|168|173
1005287|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|2|220|125|55|180|0|10|190|180|190
1005297|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|3|220|126|51|177|0|4|181|177|181
1005307|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|4|220|121|43|164|1|5|170|164|170
1005317|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|5|220|125|41|166|0|6|172|166|172
1005327|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|6|220|110|51|161|1|6|168|161|168
1005337|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30017|Campo Deportivo Alto San Juanillo (Temporal)|7|221|129|46|175|0|6|181|175|181
1005347|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|1|219|110|65|175|0|6|181|175|181
1005357|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|2|220|121|52|173|0|4|177|173|177
1005367|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|3|220|123|44|167|0|7|174|167|174
1005377|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|4|220|124|46|170|0|7|177|170|177
1005387|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|5|220|114|55|169|0|5|174|169|174
1005397|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|6|220|125|48|173|0|6|179|173|179
1005407|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|7|220|119|45|164|3|5|172|164|172
1005417|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|8|220|114|58|172|0|6|178|172|178
1005427|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|9|220|116|54|170|2|8|180|170|180
1005437|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|10|220|127|48|175|1|10|186|175|186
1005447|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|11|220|124|54|178|1|3|182|178|182
1005457|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|12|220|127|41|168|0|6|174|168|174
1005467|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|13|220|114|57|171|1|6|178|171|178
1005477|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|14|220|117|52|169|0|8|177|169|177
1005487|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|15|220|128|52|180|0|7|187|180|187
1005497|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|16|220|119|41|160|0|8|168|160|168
1005507|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|17|220|124|43|167|0|4|171|167|171
1005517|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|18|220|124|44|168|0|4|172|168|172
1005527|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|19|220|112|61|173|0|8|181|173|181
1005537|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|20|220|130|44|174|2|6|182|174|182
1005547|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|21|220|120|52|172|2|8|182|172|182
1005557|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|22|220|136|45|181|1|10|192|181|192
1005567|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|23|220|104|49|153|1|2|156|153|156
1005577|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|24|220|129|46|175|1|4|180|175|180
1005587|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|25|220|114|53|167|2|3|172|167|172
1005597|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|26|220|119|52|171|3|3|177|171|177
1005607|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|27|220|131|50|181|0|4|185|181|185
1005617|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|403|Esc. Sagrada Familia|28|34|21|6|27|0|1|28|27|28
1005627|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25030|Centro de Salud Luis Espinal|1|220|94|75|169|1|13|183|169|183
1005637|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25030|Centro de Salud Luis Espinal|2|220|117|64|181|0|5|186|181|186
1005647|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25030|Centro de Salud Luis Espinal|3|220|110|56|166|3|6|175|166|175
1005657|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25030|Centro de Salud Luis Espinal|4|102|55|30|85|0|4|89|85|89
1005667|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|1|220|131|40|171|2|7|180|171|180
1005677|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|2|220|129|38|167|2|8|177|167|177
1005687|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|3|219|137|41|178|0|5|183|178|183
1005697|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|4|219|116|54|170|0|9|179|170|179
1005707|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|5|220|145|29|174|0|5|179|174|179
1005717|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|6|220|137|45|182|0|4|186|182|186
1005727|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|7|220|144|42|186|0|4|190|186|190
1005737|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|8|220|115|49|164|2|5|171|164|171
1005747|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|9|220|125|50|175|0|4|179|175|179
1005757|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|10|220|128|40|168|0|14|182|168|182
1005767|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|11|220|144|38|182|0|4|186|182|186
1005777|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|25476|Coliseo Libertadores|12|189|108|41|149|0|4|153|149|153
1005787|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30012|Campo Deportivo Mesa Verde (Temporal)|1|220|138|35|173|0|11|184|173|184
1005797|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30012|Campo Deportivo Mesa Verde (Temporal)|2|220|133|34|167|3|8|178|167|178
1005807|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30012|Campo Deportivo Mesa Verde (Temporal)|3|220|141|37|178|0|5|183|178|183
1005817|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30012|Campo Deportivo Mesa Verde (Temporal)|4|220|143|23|166|0|9|175|166|175
1005827|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|30012|Campo Deportivo Mesa Verde (Temporal)|5|231|152|35|187|0|8|195|187|195
1005837|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|1|220|148|35|183|0|7|190|183|190
1005847|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|2|220|139|38|177|1|8|186|177|186
1005857|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|3|219|147|28|175|2|4|181|175|181
1005867|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|4|220|141|27|168|0|5|173|168|173
1005877|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|5|220|149|31|180|1|4|185|180|185
1005887|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|6|220|148|27|175|1|2|178|175|178
1005897|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|7|219|153|29|182|0|2|184|182|184
1005907|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|8|219|131|44|175|1|6|182|175|182
1005917|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|9|219|133|41|174|1|7|182|174|182
1005927|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|10|220|136|37|173|2|4|179|173|179
1005937|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|11|220|148|34|182|0|5|187|182|187
1005947|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|12|220|143|25|168|1|10|179|168|179
1005957|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|13|220|139|41|180|1|5|186|180|186
1005967|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|14|220|130|38|168|0|7|175|168|175
1005977|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|15|219|147|33|180|1|2|183|180|183
1005987|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|16|220|134|32|166|0|5|171|166|171
1005997|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|117|Esc. San Javier|17|218|126|41|167|1|12|180|167|180
1006007|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|1|220|134|30|164|0|5|169|164|169
1006017|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|2|219|138|34|172|0|5|177|172|177
1006027|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|3|220|141|26|167|0|5|172|167|172
1006037|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|4|218|126|35|161|0|6|167|161|167
1006047|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|5|219|127|36|163|0|6|169|163|169
1006057|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|6|220|142|26|168|0|5|173|168|173
1006067|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|7|220|145|19|164|0|9|173|164|173
1006077|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|8|220|135|37|172|2|5|179|172|179
1006087|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|9|220|135|33|168|0|3|171|168|171
1006097|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|10|220|122|49|171|0|4|175|171|175
1006107|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|11|219|120|52|172|0|6|178|172|178
1006117|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|12|218|123|28|151|1|10|162|151|162
1006127|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|13|220|132|28|160|0|2|162|160|162
1006137|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|14|218|142|31|173|0|1|174|173|174
1006147|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|400|Fac. Derecho|15|167|86|33|119|0|4|123|119|123
1006157|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|1|220|135|40|175|0|11|186|175|186
1006167|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|2|217|140|33|173|0|7|180|173|180
1006177|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|3|220|142|42|184|0|7|191|184|191
1006187|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|4|220|131|35|166|1|6|173|166|173
1006197|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|5|220|140|47|187|0|9|196|187|196
1006207|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|6|219|125|38|163|2|14|179|163|179
1006217|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|7|218|141|46|187|2|6|195|187|195
1006227|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|504|U.E. Cristina Aitken de Gutierrez|8|183|113|36|149|1|7|157|149|157
1006237|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|1|220|134|32|166|1|3|170|166|170
1006247|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|2|220|143|30|173|1|5|179|173|179
1006257|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|3|220|140|31|171|0|8|179|171|179
1006267|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|4|219|141|28|169|1|5|175|169|175
1006277|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|5|219|123|34|157|1|7|165|157|165
1006287|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|6|219|118|55|173|0|6|179|173|179
1006297|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|7|218|121|41|162|0|5|167|162|167
1006307|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|8|220|129|37|166|0|5|171|166|171
1006317|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|9|217|110|43|153|0|7|160|153|160
1006327|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|10|219|133|35|168|0|4|172|168|172
1006337|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|11|220|123|42|165|1|5|171|165|171
1006347|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|12|220|134|32|166|1|2|169|166|169
1006357|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|13|220|132|42|174|0|4|178|174|178
1006367|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|14|220|138|25|163|1|6|170|163|170
1006377|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|15|220|119|40|159|1|10|170|159|170
1006387|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|16|220|139|21|160|1|4|165|160|165
1006397|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|17|220|145|34|179|0|6|185|179|185
1006407|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|18|220|141|26|167|1|5|173|167|173
1006417|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|19|220|133|33|166|1|9|176|166|176
1006427|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|20|219|134|26|160|0|8|168|160|168
1006437|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|516|Terminal De Buses|21|97|55|16|71|0|4|75|71|75
1006447|GOBERNADOR(A)|32|Bolivia|1|Chuquisaca|1|Oropeza|1|Sucre|2794|Sucre|401|Col. Victorino Vega|1|220|112|47|159|0|13|172|159|172
